source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,abilities
MainGods,Daotti,daotti,,Mythology,published,"Rank: God of Fertility & Courtship

Like many fertility gods, the Elitsyians believed him to be of great importance. Mostly because of his gift to them of childbirth and sex. Daotti was a loosely clothed man that loved to show his private parts to anyone that would take an eye for them. He appeared as full bearded, sometimes elderly, sometimes young and handsome. He created the trait of bisexuality as he loved both men and women equally. His influence spread across both mankind and even the gods.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Doju,doju,,Mythology,published,"Rank: Flower God

Doju was a Flower God and one of the many lovers to Khani. He was very feminine and laughed at almost everything. He loved his image so much he created the first mirror out of sand and wood and looked upon it for hours. For his behavior, Khani felt that his love was compared to Doju's image and the destructive god threw him into the water and turned him into the reflection of everyone that look upon a reflective surface like water.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Tama,tama,,Mythology,published,"Rank: Father of Monkeys

Tama Father of Monkeys could jump from one end of the world to another. He had magical powers and a staff that could reach the heavens. When asked by a spirit of a dead man what was his position in the world he responded “why must life have meaning, why can't we just live and enjoy it”. The spirit reply “because then life would be for nothing”.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Novanna,novanna,,Mythology,published,"Rank: God of Sacrifices

Novanna Wolf God of Sacrifices is probably the most mysterious figure in Elitsyian Mythology. He collected several stones from different locations around the world and built the first ritual pier. In this pier he summoned several demons and spirits onto the world. For his punishment he was banished to the Bottomless Pit haunted by the very spirits he summoned. He also founded Halloween and is called upon across Lostasia for sacrificial summons.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Takeo,takeo,,Mythology,published,"Rank: Kitchen God of Food & Eating

Takeo was a Kitchen God who lived amongst immortals but worked and protected the kitchen of man. He had many forms and could guard houses, castles, and lands. Takeo to the Elitsyians was considered the first chef and minister.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Marlexmade,marlexmade,,Mythology,published,"Rank: God of Men & Pottery

He stole the gift of pottery making from Born' and molded the first man out of clay and Yonrohs' tears. He then gave the gift of pottery to man. He is son to Jonun.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Artexa,artexa,,Mythology,published,"Rank: Goddess of Woman, Childbirth, & Motherhood

Arxtexa was once the Goddess of Women, Childbirth, and Motherhood. Sister to Marlexmade together they created man. She created women from grass and the heart from stone. She gave them brains thanks to Authora and the gift to conceive from the god, Daotti.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Ni,ni,,Mythology,published,"Rank: God of Sickness & Diseases

Ni is the God of Sickness and Diseases. Once a healer, Ni was very loving until Montum convinced him that the world didn't need his magic and thus continue him to go un-worshiped. This caused Ni to revert to his complete opposite and instead of healing he presented to the world the first disease and from insects came the first sickness. He became so feared that the gods rebelled against him forcing him to live his days in the underworld. Still to the day, Ni is feared and his magic haunts the world.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Morch,morch,,Mythology,published,"Rank: God of Monarchy & Royalty

Morch is God of Monarchy and Royalty and although he was born of independence. The Elitsyians knew their world was protected with many unseen warriors so they too thought the same for the gods and the legend of Morch was born. He protected the gates of Lium, but before this legend grew, Morch gave birth to Authority much like the Coldorns and presented the first organization and the first royal family was his. In his honor royalty would be granted his name, Monarchy.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Harmoxide,harmoxide,,Mythology,published,"Rank: God of Lies & Manipulation

While in his life he was a deform and very evil king. His kingdom killed him because of his deformity and because of his evil tyrant ways so in the afterlife he cursed the world with the 7 sins and gave mankind the ability to lie which served as small but dangerous emotion. War was built from it and deaths grew, for this Montum made Harmoxide one of his Judges. He judges whether truthful dead went to Helliholm “heaven”. Harmoxide is also one of the many avatars to Khani.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Tidis,tidis,,Mythology,published,"Rank: God of Memory

Tidis God of Memory was made out of watermelon seeds and oil. With his conception Authora became struck in love for the first time for the ugly god. She loved his vast knowledge and ventured nature and granted him a place living with her in the Heavens. From there they gave the world wisdom and gift of memory. In some stories he is a evil god and serves as God of Forgetfulness and Amnesia and one of the avatars to Khani.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Sentos,sentos,,Mythology,published,"Rank: God of Might & Empowerment

Sentos god of Might and Empowerment, he assisted in given women equal rights in Lostasia. Because of his movement he was brought to the Heavens by Authora and his mother Nexus. He is lover of men, but women knew him as their voice especially with the Heavens. He was born of Marlexmade penis and his armor from Nexus breast milk, dressed in all white Sentos would be more beautiful than expected and instantly became a love interest to many. His statement was to unite the world regardless of class and to give integrity to all not just the wealthy. His only female lover was the princess Ushu to who help give birth to the entire Mushin Kingdom found in far East Lostasia.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Dorduck,dorduck,,Mythology,published,"Rank: God of Knowledge, the Crafts, & Intelligence

Dorduck the two headed snake God of Knowledge, the Crafts, and Intelligence only importance was assisting Authora with making the human brain. He created the many parts of the brain that allows self-thinking.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Ditios,ditios,,Mythology,published,"Rank: God of Security & Manuscripts

Ditios was Dorduck's only son and served as God of Security and Manuscripts. In the first library he was its librarian and with the help of magic he would record the contents of the world and protect them from harm. He was the Lizard God and from his poisonous noise raised the first security guards and dogs.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Bow,bow,,Mythology,published,"Rank: God of Substance & Reluctance

Bow God of Substance and Reluctance resisted becoming a prime figure in the Royal Circa after proving that he has strength that other deities don't. With one punch the earthquakes, one spit came Armageddon, one sneeze came the first tornado, and when enraged he threw thunderbolts. Pictured on luxury items as a Dove Deity that was dressed in all white and controlled the elements around him.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Lome,lome,,Mythology,published,"Rank: God of the Golden Honey

Lome the beautiful strong willed god of the Golden Honey was very strong and so she was appointed the protector of the Golden Honey. Her children would churn and mix the honey to give the gods their immortality. His son, Arny Stage was sent to Earth so that he could live amongst humans without fear; he gave his son powers that could neutralize anyone’s abilities through the help of the golden honey.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Spelce,spelce,,Mythology,published,"Rank: God of Truth & Well-being

Spelce he could not tell a lie and so annoy by his honesty the gods thought it best that everyone needed some of his truthfulness so they turn the deity into an immortal and he became God of Truth and Well-Being. Later on some myths state that he was so truthful that the gods grew tired of him so they turned him into the Stone of Truth that if someone was to hold it they could not tell a lie. This was so dangerous that nations fell because the truth was far more a threat than the lie.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Me’,me,,Mythology,published,"Rank: Goddess of Childbirth & Marriages

Me' Goddess of Childbirth and Marriages is responsible for assisting mothers with childbirth and marriages. With the rising of hospitals and modern births she was later merged with a better known goddess, Artexa. Her only parent was Daotti.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Simone,simone,,Mythology,published,"Rank: Goddess of Learning & the Spoken Word

Simone Goddess of Learning and the Spoken Word. Simone guarded the spoken word since the dawn of creation. Her parents are unknown and where she came from a bigger mystery. But it is told that the spoken word is a forgotten language that if said correctly could grant any being ultimate power. Simone the only one who knows of its meaning and location had her mouth sewn shut and her eyes cut out. With immortality and the power to destroy any entity no matter how powerful, Simone is not to be approached and a law has been set in Elitsyian Times that her name to be forgotten.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Follans,follans,,Mythology,published,"Rank: Goddess of the Deadly Sins

Follans are the beautiful 7 goddesses with the deadly sins. Aele “anger”, Sondra “sloth”, Pele “envy”, Bethra “greed”, Whora “lust”, Metche “gluttony” and Poni “pride”. Each of their appearance took after their positions of the emotions. Poni was associated with warfare and married Nextis and later one associated her with war entirely. Metche was associated with food and became goddess of Plants and Vegetables. Whora was a love goddess and Bethra was greed. Sondra was mother to the Dream Gods.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Aele,aele,,Mythology,published,,Main Universe,Mythology; Gods and Goddesses,,,Follans,
MainGods,Sondra,sondra,,Mythology,published,,Main Universe,Mythology; Gods and Goddesses,,,Follans,
MainGods,Pele,pele,,Mythology,published,,Main Universe,Mythology; Gods and Goddesses,,,Follans,
MainGods,Bethra,bethra,,Mythology,published,,Main Universe,Mythology; Gods and Goddesses,,,Follans,
MainGods,Whora,whora,,Mythology,published,,Main Universe,Mythology; Gods and Goddesses,,,Follans,
MainGods,Metche,metche,,Mythology,published,,Main Universe,Mythology; Gods and Goddesses,,,Follans,
MainGods,Poni,poni,,Mythology,published,,Main Universe,Mythology; Gods and Goddesses,,,Follans,
MainGods,Rotrude,rotrude,,Mythology,published,"Rank: God of Prisons, Reincarnation, & Captivity

Rotrude was born to mortal parents but after being locked up and abused for most of his life, Born' took the young boy to the Heavens and made him his private lover and cupbearer. The boy agreed to stay by the king's side if he granted him the revenge against his parents. Once back on Earth the boy used the torch of Born' which if blown upon could burn fields to cities in just moments. His parent’s souls now roam the Earth as Sanity and Sorrow. Montum too fell for the boy after witnessing his ill behavior and ofter him immortality but he had to remain by the deity’s side. Betraying Born' to join Montum, the king was angered and sent his crows and vultures down to eat out Rotrude's heart. Now dead his soul was revived and given immortality, Rotrude became God of Prisons, Reincarnation, and Captivity.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Frisk,frisk,,Mythology,published,"Rank: Goddess of Rainbows

Frisk Goddess of the Rainbow protected the realm of life with her many magical children, the sprites, leprechauns, brownies, fairies, and spiders. Frisk used her hair as a bridge only seen after rain and sunlight greet each other, and the bridge connects the realm of living to the magical world. Together with Xesir she parented Sesir, Jagnur, and Agikile.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Shade,shade,,Mythology,published,"Rank: God of Hidden Entrances, Doorways, Shadows, & In-between

Shade is God of Hidden Entrances, Doorways, Shadows, and the In-between. Father to imps, trolls, shape shifters, dwarves, and harpies, Shade served mankind with watchful spirits he calls shadows. These creatures would disappear during the night as the whole world was their open kingdom and needed not to hide. Midnight was associated with this deity and he used this time to rule the realm of the living. His bride was the fairy queen, Tomi.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Opopes,opopes,,Mythology,published,"Rank: God of Worship & Prayer

Opopes is God of Worship and Prayer, at alters, churches, chapels, and sacred rituals he is invoked upon and given sacrifices for his magic. Son to Bewithia and Wishi, this deity would appear tall and very brute but have a gentle nature and sensitive outlook on the world.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,YuanYuan,yuanyuan,,Mythology,published,"Rank: Goddess of Mercy

YuanYuan Goddess of Mercy had her heart cut out by Nextis believing she was not a worthy warrior. When Kanos found it buried beneath a stone floor, he blessed it with Bewithia's magic and brought back YuanYuan this time as an immortal. She protects the good hearted and the middle class mortals. In one story because of Kanos kindness she married him and bore Kanos several sons, of whom were the first wizards of the world.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Sin,sin,,Mythology,published,"Rank: Goddess of Wealth, Fortune, & Treasure

Sin Goddess of Wealth, Fortune, Treasure, and once a Sky deity. Although a hag she is adored by men and women for her offerings of treasures and magical items. To receive gifts from the goddess, people would burn down their old homes and from the ashes plant several baskets of fruit and straw which the goddess loved to eat.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods; Sky Gods,
MainGods,Mel,mel,,Mythology,published,"Rank: God of Music, Inspiration, & Musical Duties

Mel God of Music, Inspiration, and Musical Duties. Similar to most other music deities in other religions, Mel was both handsome and very skillful with his many musical instruments. With hair of ice gold, eyes of brown, and skin of silk this deity was adored by women. He was loved by gods too, first Jessana took him at her side and made love to him in the form of a nymph and then Crienta blessed him with jewels that lit of the night and a kiss that gave him immortality. His picture is drawn on almost every wall in Lostasia and he often plays at the festivals in honor of Smod.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Touchi,touchi,,Mythology,published,"Rank: Goddess of Ecstasy & the Blossom

Touchi, Goddess of Ecstasy and the Blossom Tree, was born from the stems of an Oak Tree and quickly became associated with it. Besides the Oak Tree, the Blossom Tree was too beautiful and very important to the Elitsyians Islands as they grew there and were originally presents from Japanese. So in their honor the Islandia Elitsyians gave many deities along with Touchi Japanese names. This deity was infatuated with several men and bore lots of children. With her magical powers she lifted up her children and planted their them into the ground to make the first Blossom Trees. From their roots came magical waters and the deities Nusuwaka and Hoshiume.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Koliomi,koliomi,,Mythology,published,"Rank: Mother of Song

Koliomi was Mother of Song, from her gracious dances to singing, this deity grew sacred instruments from the Earth and from there she celebrated dances and theme parties for the gods. Koliomi's children were the first mention clowns, dancers, singers, musicians whom she made from cookies and magic powder. She also came up with writing music and invented an object similar to the piano.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Varvilvasta,varvilvasta,,Mythology,published,"Rank: Goddess of Letters, Writings, Language, & Teachings

Varvilvasta was goddess of letters, writings, language, and teachings. Created by Authora to assists the people of Lostasia in learning of the world around them. Not a major goddess in Lostasia, she left to the islands of Lostasia where she was widely worshiped. There she over ruled the idea of Authora, and is looked on as teacher to students, of the arts and music, and inspiration to writers. Visioned as having 6 arms represented her ability to nurse all lands from any direction and in each held a symbol of the Islandia people of Lostasia. In one had she held the Ilu a sacred instrument that played sweet music that could make trees dance. In another hand she held the book of all knowledge which she read to the world, another she had a mirror which represented the beauty of learning and acceptance. With two of her other hands she held a blossom that could extend light over the world and it represented the honesty that is within man. The other was a bowl of cold soup. The soup was the statement of power and how it never spilled even under great turmoil. In the sixth hand held a tea leave which was the center of all things. The tea leaf was sacred to all Elitsyians because it was so old and wise that it brought anyone who held it eternal knowledge, youth, and power. If eaten this leaf could also grant two wishes.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Tibe,tibe,,Mythology,published,"Rank: Tribe Goddess

Tibe was a tribe goddess who was merely worship on the Islands of Lostasia as a powerful and very well worships deity. Tibe was represented as wood and daughter to Muda. The name tribe derives from her name and also shows her integrity toward bringing several walks of life together hinting the first tribe. Tibe was also written to have protected mankind from the fears of the world. Tibe takes several techniques known as the Aura Cleansing and teaches them humans known as Pridest “Elitsyian Buddhas” and they teach their tribes. During these procedures, the Pridest glow in intense light and emits great knowledge onto the tribe members. At this phase, the person releases all fears and reach acceptance and develops the strength to fight any division. This is more mental than physical however but has managed to strengthen the minds and hearts of millions still today. Once all mortal possessions and mental conscience are release then and only then can someone reach enlightenment. The enlightenment then made mere mortals become higher beings closely associated as the Islandia Elitsyians version of the Domaedians.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Me’,me-mythology,,Mythology,published,"Rank: Goddess of Childbirth & Marriages

Me' goddess of childbirth and marriages, responsible for her assistance in childbirth and female labor. She was daughter to Nextis and Mok'itu. During her teens she traveled the world and brought couples together and assisted Artexa in marrying the two. She and Artexa are sometimes classified as one goddess.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Caltow,caltow,,Mythology,published,"Rank: God of Oath

Born of a fallen star which was created from the birth of the universe, Caltow quickly rose to authority by creating the oath system amongst immortals. It is known that if any being regardless of power and ranking break an oath, he or she would receive punishment of the greatest lengths. Caltow met a Seefor and the two would produce The Link, a group of spirit like deities that causes most powerful oaths.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Arana’,arana,,Mythology,published,"Rank: Spider Goddess

The spider goddess of legend is said to feed off of the energy and blood of her victims and lures them to her nest through her beauty. Her nest appears modern like a mansion covered in invisible spider webs with charms placed around it by witches and Sondreds to keep her from exiting. She has been killed many times throughout history but she can regenerate herself because of her heart that she keeps locked away in her mansion.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Buruth,buruth,,Mythology,published,"Rank: Protector of Helliholm

Buruth is a giant angel like being that once live to protect other Domaedians and served as servants to the High Council. Its body is covered in white fur that can block attacks; it has giant red eyes, giant claws, fangs, and wings. The red glowing structure on its chest, wings, knees, and elbows omit energy and causes protective force fields around it when in danger. The Buruth is immortal and one of the few beasts that can leave and return to Helliholm as needed.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Dosimide,dosimide,,Mythology,published,"Rank: God of Slavery and War Planning

Dosimide was once a general in Nextis army and help the deity forge a successful plan to seize the Silver Horn from the Jonir Gods. For his reward, Nextis brought him to his fortress and endowed him with godly powers. Immediately after receiving his godly powers. Dosimide took a small army to enslave his old home of where he once was a slave. Released the slaves and captured the rich. He became known as the God of Slavery for his action.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Siola,siola,,Mythology,published,"Rank: Goddess of Karma and Reaction

Once servant to a violent king. Siola granted a passenger aboard the king’s vessel a night of pleasure with her. If he helped her to escape. After love making, the passenger helped her escape. He was killed and she swimmed to nearby shores. Escaping the king’s wrath. Authora took her in and awarded her immortality to get back at the king. She became the Goddess of Karma to her worshippers.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Bestiny,bestiny,,Mythology,published,"Rank: Goddess of Old Age

Tales speak that Bestiny was born old and invested with the knowledge of all things. She carries a sack within it holds old age of everything in existence. In the sack at the bottom are hard rocks of old age for the immortals that will never see it. She is seen covered in wrinkles and shrouded from sight with glowing cloths made of silver and parchments made of golden dust. She glides across the floor and sleeps at the doorstep of Eternity with her two large cats that speak in different languages.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Goldus,goldus,,Mythology,published,"Rank: God of Competition, Rivalry, and Challenges

A sly deity that was fastest amongst those that challenge him and because of his constant need to challenge others, he had opponents often. He helps create the first tournament and battle the first warrior to a hand to hand combat. Known for his speed and quick thinking. Goldus created the first gold metal which was handed to whomever could win one of his grueling battles.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Gentaewa,gentaewa,,Mythology,published,"Rank: Goddess of Law, Union, Order, Custom, and Tradition

Quick witted and always looking for a great challenge, this deity birthed the Law Fairies of the Black Forest and gave them each a function to divide the system of law across all regions including those of the gods. She was seen in formal clothing and has giant glasses that also served as a way for her spy on those doing unlawful deeds.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Inneria,inneria,,Mythology,published,"Rank: Goddess of the Soul and Heart

Known for her love to Jessana, the two made love for nearly three days straight and when they emerge Jessana blessed her with god like abilities and appointed her the cherish deity of the inner soul. Believing that Inneria found a hidden love within her heart that went missing when all the love of the world disappeared. The word Inner and the term hidden is derived from her myths.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Pentros,pentros,,Mythology,published,"Rank: God of Sexual Yearning

Youngest child to the deity Jessana. Pentros was the deity that lovers called on to have passionate and successful love making. Often the deity was considered the love counselor to young lovers who couldn’t get eroused but wanted the resulted claim.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Thole,thole,,Mythology,published,"Rank: Goddess of Festivals and Banquets

The greeks and the Elitsyians often argue over whom thought of this deity first. Figured similar to the Greek goddess Thalia one of the graces. Her main story was that she was often called on by humans to bless a party of great significance to them.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Gleide,gleide,,Mythology,published,"Rank: God of Good Health

Planting special seeds throughout his garden that once bloomed promoted good health and was often used as herbs in teas and certain ingredients in foods.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Mourna,mourna,,Mythology,published,"Rank: Goddess of Adornment and Radiant Glow

The radiant glow that women often get when they are pregnant is mentioned to be because of Mourna blessing of them. She was daughter to Jessana and a mortal king.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Cura,cura,,Mythology,published,"Rank: Goddess of Curing Illness

During the Casting Plague of Elitsia’s youth, Cura was called on to banish plagues from homes. She can be seen in paintings flying with her winged feet and wings on her arms and back with a giant cup with healing herbs. She also could be seen without wings being accompanied by a goat with a magical lace around its neck. The goat’s milk granted cures to many diseases.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Guardians of the Gates of Lium,guardians-of-the-gates-of-lium,,Mythology,published,"Rank: Gods of Protection, horsemen, Gymnasia, sports, and the field

The guardians of the Gates to Lium, they were children to the gods and had no separate myths of their own. They were usually considered cousins since they were born into the family of gods that ruled over Lium. These deities also collectively and sometimes separately at times especially the principal guardians were gods over specific games played by the gods and mortals.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Castias,castias,,Mythology,published,"The renown, had large arms that help him close the gates during war.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Brohmen,brohmen,,Mythology,published,Long hair that defended him against magical attacks.,Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Zackxus,zackxus,,Mythology,published,Armor that made him immortal as long as he wore it. A nymph tricked him into bed where he removed the armor and was killed by her. The nymph was really a vengeful spirit sent by the Valkens to sneak into Lium.,Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Gladios,gladios,,Mythology,published,Father of gladiators of which his name is derived,Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Sisten,sisten,,Mythology,published,Daughter to a king and Olerta. She could predict movements and sense weak points in anything,Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Bornish,bornish,,Mythology,published,"Goddess of the harm, she had the power to heal almost any wound. She could also project herself to any known location",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Gilden,gilden,,Mythology,published,Principal guardian to the east. He was the god of Sports and Gymnasia. He was called upon to take watch over specific games played by mortals. He was also the name that was prayed upon when someone wanted to win.,Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Milstrum,milstrum,,Mythology,published,"Principal guardian to the west. God of Horsemen, his post at the gates of Lium, like his brethren was limited as he often went to Earth to watch over and guide horsemen on their journeys.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Kildsa,kildsa,,Mythology,published,"Principal guardian to the north. She was the ill faced goddess of Patrons, she protected sailors and blacksmiths. She was a lover to one man of which is usually seen next to her as a spirit. The man was killed by her for betraying her love and for his punishment she declared his soul as her forever companion.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Aeolis,aeolis,,Mythology,published,Principal guardian to the south and lover to Jessana. His long black and gold hair was sharp as a sword and was used to make weapons. It instantly grew back when cut.,Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Aven,aven,,Mythology,published,"Rank: Goddess of Childbirth and pains of labour

When Eve was cursed by GOD to bear the pains of labor. Aven was sent to watch over and help her through birth of her sons. Since then, the diety did the same for nearly every birth. Her maidens are humans who share her name and also help give birth although they are forbidden to ever give birth themselves.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Hapsta,hapsta,,Mythology,published,"Rank: Goddess of Happiness, Cheer, and Merriment

With giggles of a newborn, Hapsta, word happiness is derived from her name and is the meaning of it, Hapsta was annoyling the deity seen always smiling regardless of any situation and as such she was painted this way.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Wvesta,wvesta,,Mythology,published,"Rank: Goddess of Ranks and War

Seen as a stripped suited woman. She was Nextis youngest child and newest appointed general in his wars. She was very still and cared of nothing but war management.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Olmindahi,olmindahi,,Mythology,published,"Rank: God of the soft touch

The Elitsyians believed that soothing pain of illnesses were the cause of an invisible deity. His father was Jonun and his wife was a resident nurse in a local village where he was worshipped.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,The Rankings,the-rankings,,Mythology,published,"Rank: Collective of Human Gods

Children and several were lovers to the principal goddess of love and beauty, Jessana. The Rankings were numerous deities devoting themselves to human beliefs and systems. Many orchestrated a system for things like marriage, human order, and love making. While others help create cities and make things often used by humans. Each of them were products of Jessana and a different mortal man.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Glideus,glideus,,Mythology,published,"God of Weddings, this elder deity used his beard to play the marriage hymn. It was so beautiful that it was recorded and replayed throughout time.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Lovi,lovi,,Mythology,published,"Goddess of Sexuality, she recognizes different sexualities and often plays a part in the thinking of these choices. The word love is derived from her name.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Bitrue and Aoma,bitrue-and-aoma,,Mythology,published,"Are the twin god and goddess of Plays, musicals, and rythems. They are the personification to the Greek Muses. They have been prayed on during plays.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Imet,imet,,Mythology,published,"God of Music, Song, and Dance. A playful boy that has a very musical charm. He is one of the fondest children and lovers to the deity Jessana.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Ckolden,ckolden,,Mythology,published,"God of Betrayed Love, a despiteful deity. Once lover to Jessana, he was punished by the goddess when he was found raping two boys. The two boys became stars in the night sky after their death and he was sent to guard the gates to Hell. While guarding the gates, his skin and organs were eating every day and night while he screamed in agony.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Pancrea,pancrea,,Mythology,published,"Goddess of Connection, the youngest of the Rankings. She built the connection that once connected all the lands.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Lurita,lurita,,Mythology,published,"Goddess of Curatives, youngest child to Jessana and Jonun. Because of Jonun secreative nature, this product was left out of his legend. For this, she associates herself with Anatisu, her lover. The two deities parented the medicine man, Well.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Aphro,aphro,,Mythology,published,"God of Seductive nature and speech. He was the constant if not main lover to Jessana. Upon birth, she loved him so much, she made love to him while still a child and instantly he turned into a man. From this moment he would never leave her side and for this he was forever blessed with beauty. He was also considered the God of Persuasion because of his persuasive nature.",Main Universe,Mythology; Gods and Goddesses,,,,
MainGods,Seta,seta,,Mythology,published,"Rank: Goddess of Panic

Always in a constant panic, this deity bosted about not fearing anything until a giant spider monster scared him straight out of his home. The story goes that he was so friegten that he was called the God of Panic because of his worry that the spider would return. For this panic behavior is a product of his and those that experience it, owes it to his persuasive behavior.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MainGods,Somir,somir,,Mythology,published,"Rank: Medicine Man of the Gods

As Well is the medicine man amongst the humans and a deity in his own right. Somir is the medicine man of the gods. He crafted magical potions and numerous curatives for them including potions that can strip or bestow immortality. One of his many consorts is the deity Lovi and Lurita both children to Jessana.",Main Universe,Mythology; Gods and Goddesses,,,Elitsyian Gods,
MermadicKingdom,The Ocieans,the-ocieans,,Mythology,published,"The Ocieans were three beautiful and seductive goddesses who in the name of their father, Crochen sung songs so beautiful that any man nearby would get trap in their spells. These songs however were demonic tunes that brought anyone who trespassed onto their territories without an invitation to their deaths. They were seen as half fish and half bird like women who could create the illusion as a woman from the victim’s life.",Main Universe,Mythology; Other Myths,,,,
MermadicKingdom,Huluhu,huluhu,,Mythology,published,"Huluhu was a crab deity that created the cities of the Mermadic Kingdom. His voice was so deep that it crashed ships when heard. Once a normal crab, he was given magical powers by Tininuota to guide his 7 daughters.",Main Universe,Mythology; Other Myths,,,,
MermadicKingdom,Tininuota,tininuota,,Mythology,published,"Tininuota was supreme mermaid that looked similar to the Roman Neptune, he was a merman that ruled over all mermaids and mermen and creatures of the Mermadic Kingdom. He was a seed that was planted by Crochen. From one night he laid 1,000 eggs that became the first mermaids and mermen.",Main Universe,Mythology; Other Myths,,,,
