source,name,slug,status,location,description
Chapter 6 (Places),Gamuga,gamuga,published,Africa,"Race: Gamis

Hidden by large thick trees, this village has grown in incredible size over the centuries. To the point of becoming one of the largest cities in Africa. Because of its hidden nature, the rest of the world has become almost unaware of its existence."
Chapter 6 (Places),Refidge,refidge,published,South of the Mississippi River (town disappeared somewhere after 1735),"Popular in the Shadow Refuge stories, this town has been of the most prominent locations where many supernatural forces reside to find the ancient power hidden somewhere in its town limits."
Chapter 6 (Places),Tomid,tomid,published,South Elitshia,"Race: Tomidians

A tropical region found near the south of the country. It has tall pine trees and locals who sing and dance. The main geological study showcases that this city seems to never change nor age. Its large arch buildings have been one of the largest tourist attractions. The beaches around it seems to glitter like diamond."
Chapter 6 (Places),Lugia Campgrounds,lugia-campgrounds,published,Western Elitshia,The lugia campgrounds are a special place where those that have pass away are remembered and their graves erected high to be seen by nearby villages. Spirits of the dead live here in serenity and nearby locals worship these grounds as a sacred place.
Chapter 6 (Places),150 Cities of Elitshia,150-cities-of-elitshia,published,Elitshia (all areas),Race: Elitshians
Chapter 6 (Places),Eastern Elitshia,eastern-elitshia,published,,
Chapter 6 (Places),Monarch Town,monarch-town,published,,"A place where the first form of Monarchy was founded, its prime deity was Monch."
Chapter 6 (Places),Black Valley,black-valley,published,,A village haunted by shadows and demons because the people were so evil.
Chapter 6 (Places),Creaon City,creaon-city,published,,This was one of Crienta's favorite cities. It was located in the eastern part of Elitshia and had white buildings with near perfect weather at all times.
Chapter 6 (Places),Sesra,sesra,published,,One of the smallest cities located in Elitshia.
Chapter 6 (Places),Doaga,doaga,published,,The original capital of Elitshia. It would later be obsorbed by Linius.
Chapter 6 (Places),Dacata Valley,dacata-valley,published,,Often called the Black Market
Chapter 6 (Places),Balley Rouge,balley-rouge,published,,"A music loving town, it was one of the favorite cities to the Selenes and the Roses."
Chapter 6 (Places),Seresta,seresta,published,,A beautiful city known for its wide vareity of flowers. Often called Flower City.
Chapter 6 (Places),Bonix,bonix,published,,"Was home to the first monster, the first animal was also founded here."
Chapter 6 (Places),Trill Hills,trill-hills,published,,A village sitting on the tip of a high hill overlooking the Eastern Elitshia.
Chapter 6 (Places),Untuck,untuck,published,,"A city town that was destroyed by a avalanche, it was one of lowest leveled cities in Elitshia."
Chapter 6 (Places),Jessumville,jessumville,published,,"A town of lovers, it was the favorite city to Jessana. This was one of the first cities inflicted with an overdose of love, so it was the first experience of hatred."
Chapter 6 (Places),Cast'oe,castoe,published,,A city where many believed that Latin was founded and two of its people would travel out west to give it to the future civilizations of Italy.
Chapter 6 (Places),Valley of Madoe',valley-of-madoe,published,,Named after a wizard that was thought to have erected it from the sea. Its the farthest most city of the Eastern parts of Elitshia.
Chapter 6 (Places),Tapita,tapita,published,,Was a city which lied in the trees and around them lied the first river.
Chapter 6 (Places),Forge Mountain,forge-mountain,published,,A place of hardworking individuals. This city is a love to Volkanos.
Chapter 6 (Places),Moon Village,moon-village,published,,A place where all moon gods are honored and in return the people of this city recieves immortality. Here many of the world's most precious treasures are stored.
Chapter 6 (Places),Voucha,voucha,published,,Home to some of the most eloborate festivals thrown by the gods. Its people are mainly farmers and slaves.
Chapter 6 (Places),Onta,onta,published,,Its people are the first pottery makers and the people who makes glass.
Chapter 6 (Places),Race Downtown,race-downtown,published,,A racing city located near the center of Elitshia. Here some of the best tournaments and races are held because of its athletic appeal.
Chapter 6 (Places),Trefink,trefink,published,,"Here lies the world's tallest tree, Sggriuidj. Its people worships the tree and from it grants them great knowledge. Its prime deity is Authora."
Chapter 6 (Places),Sele',sele,published,,This city has over 200 streams all connecting to the Likilend Lake. At the edge of each stream lies a small village named after the gods that are worshiped at them.
Chapter 6 (Places),Western Elitshia,western-elitshia,published,,
Chapter 6 (Places),Connor,connor,published,,Was home to the first human and here begun the first working town. The first farm and steel shop was built here.
Chapter 6 (Places),Fordune,fordune,published,,A dessert town that lied near the Elitshian Desserts.
Chapter 6 (Places),Redding,redding,published,,"With a vast number of libraries and stone statues representing wisdom, this city is the birthplace of knowledge. Its one of the many cities that honors Authora."
Chapter 6 (Places),Solce,solce,published,,"Worshipers of Seltice live here, this is the direct trading spot and twin city to Moon Village."
Chapter 6 (Places),Abrixia,abrixia,published,,A place where demons destroyed its people. Out of their ashes grew a new race and from them came the first warriors that slain the demons and freed the world of evil.
Chapter 6 (Places),Credin,credin,published,,"Sea faring people who loved to fish, on its banks lied the shores in which mermaids frolic and sing."
Chapter 6 (Places),Jountis,jountis,published,,"The birthplace of hunting and worship grounds of the god, Omire."
Chapter 6 (Places),Kayesoulus,kayesoulus,published,,"Chariots, the horse, the house, and the first human weapon was made here."
Chapter 6 (Places),Extonia,extonia,published,,The farthest town out west of Elitshia. On its shores are the ports for trading with Western Island of the Four Corners.
Chapter 6 (Places),Vigara,vigara,published,,A small town. Its people are called Vigarians.
Chapter 6 (Places),Jace Ridge,jace-ridge,published,,Home to some of the most famous poets.
Chapter 6 (Places),Silver Valley,silver-valley,published,,The first silver was found here
Chapter 6 (Places),Port dell,port-dell,published,,A port town located near Extonia that also assisted in trading and buying goods from several other nations.
Chapter 6 (Places),Dale's Done,dales-done,published,,"Named after a famous pirate, Dale. This port town also lies as one of the port towns located near Extonia."
Chapter 6 (Places),Sisi Island,sisi-island,published,,A small city located on the peninsula of Elitshia. It is one of 10 cities that is located here. It's edges are located only steps from the Southern parts of Elitshia.
Chapter 6 (Places),Vaken,vaken,published,,A place where the Valkens took camp and masterminded their plans for Mostibik.
Chapter 6 (Places),Hombrixia,hombrixia,published,,A place where one of the avatars of Khani is buried.
Chapter 6 (Places),White Ridge,white-ridge,published,,"Home of the first pearl, this village is the lowest part of western Elitshia."
Chapter 6 (Places),Point Ridge,point-ridge,published,,A port town located as one of the many trading posts found near Extonia.
Chapter 6 (Places),Sports,sports,published,,The word for sports derives here. The national Olympic like games takes place here.
Chapter 6 (Places),Tackeron Domain,tackeron-domain,published,,"Home to witches and warlocks, in ancient times many people believed to practice witchcraft traveled here for protection. Its prime deity is Bewithia."
Chapter 6 (Places),Pos,pos,published,,The 1st city founded on the peninsula of Elitshia. It is 1 out of 10.
Chapter 6 (Places),Jerude,jerude,published,,Capital city of Tackeron Domain.
Chapter 6 (Places),Hondi,hondi,published,,Home to the magical fountain and wishing well. A place where no one tribe lives but rather visits for knowledge or help with everyday relations.
Chapter 6 (Places),Southern Elitshia,southern-elitshia,published,,
Chapter 6 (Places),Mostibik,mostibik,published,,A big city where the believed final battle was fought here on Earth before it actually ended in the heavens.
Chapter 6 (Places),Dogueron,dogueron,published,,River and city which flows into Danm.
Chapter 6 (Places),Mt. Peres,mt-peres,published,,River and city which flows into Danm.
Chapter 6 (Places),Ogu,ogu,published,,River and city which flows into Danm.
Chapter 6 (Places),Colestrue,colestrue,published,,River and city which flows into Danm.
Chapter 6 (Places),Danm,danm,published,,"A beautiful city of waterfalls, nourished lands, home to singers, dancers, instrument makers, the first theater. Here the four cities, Dogueron, Mt. Peres, Ogu, and Colestrue have rivers that flows into Danm's center lake."
Chapter 6 (Places),Thessalia,thessalia,published,,"2nd biggest city of Elitshia. Here the city council, city hall, and grand meeting halls are found and place law, order, and justice throughout all of Elitshia."
Chapter 6 (Places),Jorurune,jorurune,published,,5th biggest city of Elitshia. The largest jail and court house was founded here.
Chapter 6 (Places),Toduluss,toduluss,published,,4th biggest city of Elitshia. Many smaller tribes meets here for what was known as the story exchange. This practice became void and the city was merged with its neighbor Jorurne as the largest city in Elitshia.
Chapter 6 (Places),Onminus,onminus,published,,"Elitshia's 3rd biggest city, home to castles, palaces, and estates. Some of the world's wealthiest people lives and work here."
Chapter 6 (Places),Corjin,corjin,published,,"Twin city to Onminus, home to middle class people, it serves as somewhat a capital to Onminus."
Chapter 6 (Places),Onjinia,onjinia,published,,Hosidye's capital
Chapter 6 (Places),Hosidye,hosidye,published,,One of Elitshia's biggest cities and the biggest county of cities in Elitshia.
Chapter 6 (Places),Pryarya,pryarya,published,,One of Elitshia's biggest cities and the 3rd biggest county of cities in Elitshia.
Chapter 6 (Places),Mt. Punukien,mt-punukien,published,,Home to King Barbas and his followers. It lies as the highest peak in Elitshia.
Chapter 6 (Places),Mountainville,mountainville,published,,A large city that houses some of Elitshian Mythologies greatest figures. It lies at the bottom of Mt. Punukien and is also ruled by King Barbas.
Chapter 6 (Places),Ploy,ploy,published,,Most famous city of Elitshia. Here all the riches of the western world comes to and is exported through ships around the country and parts of Asia.
Chapter 6 (Places),Troasia,troasia,published,,"Honor town of King Trosh, who died in battle just before the city was built."
Chapter 6 (Places),Citi,citi,published,,The word city comes from its name. It’s a vast city with the purest waters in Elitshia.
Chapter 6 (Places),Obrixa,obrixa,published,,A place sacred to Olerta. Its people are spirit worshipers.
Chapter 6 (Places),Solville,solville,published,,"At all edges of this city, are found giant pillars dedicated to the animals who protects it."
Chapter 6 (Places),Bishop Hauntings,bishop-hauntings,published,,A haunted town that also houses the first group of churches and burial grounds. This is Montum's favorite city.
Chapter 6 (Places),Connix,connix,published,,Home to the Connixians.
Chapter 6 (Places),Baste',baste,published,,"A cat loving city, The Cat is the prime deity here."
Chapter 6 (Places),Mount Puniken,mount-puniken,published,,A secondary town for King Barbas after the gods destroyed his old city during the final battle.
Chapter 6 (Places),Northern Elitshia,northern-elitshia,published,,
Chapter 6 (Places),Jount,jount,published,,Home to the Jountians.
Chapter 6 (Places),Baerburixia,baerburixia,published,,A weird town that is seen erected above the ground by stones. This is said most of its people believed that the world would be flooded.
Chapter 6 (Places),Exxe',exxe,published,,Home of scientists.
Chapter 6 (Places),Mount Captis,mount-captis,published,,Home of the first Europeans before they left for what is now Europe.
Chapter 6 (Places),City of Gold,city-of-gold,published,,No official name but details of a great amount of gold was found here.
Chapter 6 (Places),Rock Hendge,rock-hendge,published,,A city made entirely of rocks and harden clay.
Chapter 6 (Places),Fisher's Cale,fishers-cale,published,,A port town that was deserted shortly after the fish moved toward the east and west. It was then changed into a ship making city.
Chapter 6 (Places),Village Main,village-main,published,,"The first known village, its people were very skilled ninjas."
Chapter 6 (Places),Tomen Isles,tomen-isles,published,,Three small cities floating on the banks of Northern Elitshia.
Chapter 6 (Places),Ogre Town,ogre-town,published,,Birthplace of Ogres.
Chapter 6 (Places),Dagger Valley,dagger-valley,published,,Nextis threw a dagger to the ground and from it came the first soldiers in his army. They then went on to find this city and built weapons from it.
Chapter 6 (Places),Succer Rome',succer-rome,published,,Sports capital and a market for sports lovers.
Chapter 6 (Places),Ville' Vae Village,ville-vae-village,published,,A place of beautiful men but no sight of women.
Chapter 6 (Places),Soejunction,soejunction,published,,A barren town with no rain but nourished springs and wild jungles.
Chapter 6 (Places),Creta,creta,published,,Capital of Northern Elitshia.
Chapter 6 (Places),Donura,donura,published,,"A city, its people are called Donurians."
Chapter 6 (Places),Humanitulusu,humanitulusu,published,,Home to the first woman. This place also harbors the birth of the Wareins (Amazons).
Chapter 6 (Places),Fredda,fredda,published,,6th biggest city of Elitshia. Its people are called the Fredda Bogans. This is one of the only cities in Elitshia that speaks in another language. It sounds similar to german.
Chapter 6 (Places),Topilitus,topilitus,published,,A town
Chapter 6 (Places),Honji Isle,honji-isle,published,,A town
Chapter 6 (Places),Forjin,forjin,published,,A town
Chapter 6 (Places),Fortune Valley,fortune-valley,published,,The richest place in Elitshia. Here almost only royal figures comes to rent estates. The Gods leisure moments are here.
Chapter 6 (Places),Preda,preda,published,,7th biggest city of Elitshia. Another city by the name of Preda exists on the peninsula of Elitshia.
Chapter 6 (Places),Preda,preda-places,published,,"Note: peninsula city

A city located as one of the 10 cities on the peninsula of Elitshia."
Chapter 6 (Places),Toaga,toaga,published,,Enemy town to Mountainville. They had a similar war to the Trojan War with the people of Mountainville.
Chapter 6 (Places),Aerillia,aerillia,published,,"A place of beauty, the first unicorn and mythical beasts were found here. Its people adopted many cultures from other places around the world and told them here."
Chapter 6 (Places),Island Mope,island-mope,published,,Worshiped island of Artica. It is connected by a small strait located at its tip that connects to the northern tip of Elitshia.
Chapter 6 (Places),Central Elitshia,central-elitshia,published,,
Chapter 6 (Places),Dowling Ville,dowling-ville,published,,"A place with a vast number of men and known for its vibrant warfare. Here the amazon queen, Melina later ruled enslaving the men here."
Chapter 6 (Places),Dallus,dallus,published,,"Fishermen comes here and worships Crochen, some of the greatest batches of fish are located here."
Chapter 6 (Places),Soleed,soleed,published,,"A city filled with roads, streets, and smaller unknown villages. Its buildings are the most seen buildings of Elitshia. This town held the first road and is sacred to Sonos."
Chapter 6 (Places),Island of Mi,island-of-mi,published,,A city once located in northern and then southern Elitshia until it finally settled in center Elitshia.
Chapter 6 (Places),Trio,trio,published,,Three cities that connects into one point and creates a smaller city at their tips. At the tip lies Trio a market downtown.
Chapter 6 (Places),Totaluckus,totaluckus,published,,One of the three cities that connects to Trio.
Chapter 6 (Places),Domaluckus,domaluckus,published,,One of the three cities that connects to Trio.
Chapter 6 (Places),Barbaruckus,barbaruckus,published,,One of the three cities that connects to Trio.
Chapter 6 (Places),Muno Grounds,muno-grounds,published,,A sacred city that worships the dead. All gods comes here and just like spirits are forbidden to touch its grounds. Here the biggest cemetery lies.
Chapter 6 (Places),Gianta,gianta,published,,"Small town, its name reigns from a tree that can be seen throughout central Elitshia. The tree itself takes up nearly 90% of the city."
Chapter 6 (Places),Abodia,abodia,published,,A mining town with little people living here.
Chapter 6 (Places),Arvidia,arvidia,published,,A group of small islands that sits at the very tip of Central Elitshia and lies in the center of Likilend Lake.
Chapter 6 (Places),Likilend Lake,likilend-lake,published,,"Is the biggest lake in the world. At its center lies Arvidia, and around it Elitshia built and formed hundreds of cities. This lake is said to have no bottom."
Chapter 6 (Places),Race,race,published,,"The first town to appear near Likilend Lake before it was consumed by several other cities around it. At one time this city had over 10,000 people from different cultures living here but it is believed that they left and journeyed out to all points of the country."
Chapter 6 (Places),Borgus Pit or the Bottomless Pit,borgus-pit-or-the-bottomless-pit,published,,"Created by Crienta, after the death of the gods, cities called Borgia County would be built around it with the Borgus Pit only being seen as a gateway to the afterlife, forbidden to ever enter. Fences of rock was built around the pit and guards sat near them to ensure safety of its people."
Chapter 6 (Places),Kalkius,kalkius,published,,The city of scholars and mathematicians
Chapter 6 (Places),Moue',moue,published,,"Home of the first sightings of glass, its walls and giant structures are made of glass."
Chapter 6 (Places),Word Town,word-town,published,,The most important business district of Elitshia.
Chapter 6 (Places),Central City,central-city,published,,"The largest city in New Elitshia, it’s the main location of which most of Elite Comics universe takes place, its about the size to New York City and has many similarities to the related city. Its main mode of transportation is vehicles and the NLTA which runs throughout the entire country."
Chapter 6 (Places),Sector A,sector-a,published,,"Found in the northern part of New Elitshia, this beautiful place is home to mostly schools, musuems, and many other educational sections of Elitshia. Almost all Elitshian residences attend school somewhere here, its highly protected by giant gates and violence is forbidden here and a strict security has been enforced here for safety."
Chapter 6 (Places),Sector B,sector-b,published,,"Located in the Eastern part of New Elitshia, a place of glamour and elegance, so beautiful, it has been called the land of the rich, like Sector A, it is protected by giant gates. It has been called the Hamptons and Beverly Hills of Elitshia with its big structures, houses, schools, and beautiful landscapes."
Chapter 6 (Places),Sector C,sector-c,published,,"The downtown region of Elitshia, about the size of modern downtown Japan, this giant city is direct comparison to Central City and is only smaller by a few feet and is the 2nd largest city in New Elitshia. Its buildings are closely modeled after buildings found in New York City, Los Angeles, and Miami. A massive explosion was caused in the center portion of the city, infecting the residences with supernatural abilities."
Chapter 6 (Places),Sector D,sector-d,published,,"A small landmark mostly made of ponds, rivers, lakes, and parks"
Chapter 6 (Places),Sector E,sector-e,published,,"A entertainment district, its appearance is closely similar to Las Vegas and is almost identical from above, it’s also called East City because of its direct eastern location to Central City."
Chapter 6 (Places),Sector F,sector-f,published,,"Largely residential area of New Elitshia with homes of different sizes, schools, museums, historical structures, and a giant telescope found at the edge of the city which on the other side is the historical district of Sector H."
Chapter 6 (Places),Sector G,sector-g,published,,"Often jokingly called G for Ghetto, because of its deteriating strucutres. One of the most violent and often neglected city of all of Elitshia. It is also the 2nd oldest part of New Elitshia, almost being over 200 years old and has since seen its population grow because of its cheap living and the fact that it sits near one of the most beautiful beaches in the world. The city since about 40 years ago, been enclosed in a giant ceiling less dome constricting of heighten security to help make the city more secure."
Chapter 6 (Places),Sector H,sector-h,published,,"The oldest city in New Elitshia, standing at 250 years old, for almost 50 years it was the only city in New Elitshia and it was the central and most powerful city. It has been moved several times eventually settling at the southern peak of New Elitshia because to its beautiful scenary and great tempatures. The city is protected by a giant brick and glass wall with giant telescopes around it. The city has many educational properties including museums, labrotories, schools, giant telescopes, etc."
Chapter 6 (Places),Sector I,sector-i,published,,Small residential city
Chapter 6 (Places),Sector J,sector-j,published,,Small residential city
Chapter 6 (Places),Sector K,sector-k,published,,Small city mostly known for its large setting of industrial buildings like factories and some of the world’s headquarters.
Chapter 6 (Places),Sector L,sector-l,published,,"Giant residential city, with over 2 million residents, it’s the largest populated residential only city in the world. Only small businesses exist here and commute can be done easily and quickly to Central City which is about 30mins to its west."
Chapter 6 (Places),Sector M,sector-m,published,,"A place of zoos, theme parks, and giant kid-related locations, also called South City."
Chapter 6 (Places),Sector N,sector-n,published,,"Often called North City, this city is the northern most part of New Elitshia and at its core is the New Elitshia Airport (NLA) , the largest and world’s busiest airport and the northern point of the transit system found in New Elitshia."
Chapter 6 (Places),Sector O,sector-o,published,,"Found on the coast of Eastern New Elitshia, often called the New Consheta, its beauty is often believed to rival the place of the Heavens, many deities and supernatural beings comes here. Because of this, the residences of Sector O built their homes and businesses on the edges of the city and devote the inner portion of the city to the beings that visits there."
Chapter 6 (Places),Sector P,sector-p,published,,A small residential city with various parks and schools
Chapter 6 (Places),Sector Q,sector-q,published,,Giant residential city with over 20 schools and over 30 parks and lakes.
Chapter 6 (Places),Sector R,sector-r,published,,Small industrial city found near the northeastern part of New Elitshia.
Chapter 6 (Places),Sector S,sector-s,published,,Small industrial city found near the southwestern part of New Elitshia.
Chapter 6 (Places),Sector T,sector-t,published,,"A mid-size technology zone in New Elitshia, plenty of tech enthusiasts exists here and many schools, industrial buildings, and museums are located at the citie’s core."
Chapter 6 (Places),Sector U,sector-u,published,,"Similar in appearance to Atlantis, the buildings and edges of the city has markings relating to the once beautiful city."
Chapter 6 (Places),Sector V,sector-v,published,,Small residential city
Chapter 6 (Places),Sector W,sector-w,published,,Small residential city with a large aquarium at its center
Chapter 6 (Places),Sector X,sector-x,published,,Often called the New Elitshian version of Roswell because of its many alien visits and dessert like surroundings. The city is found near the southeastern portion of the country.
Chapter 6 (Places),Sector Y,sector-y,published,,Small business district with skyscrapers that are some of the largest in the region.
Chapter 6 (Places),Sector Z,sector-z,published,,"A giant government driven city with similarities to Area 51, it’s also the home to many artifacts and mysterious objects that have once fell or came to Earth."
Chapter 6 (Places),Sector One,sector-one,published,,"A giant area with no residences nor businesses and is enclosed by a giant dome, this area is the location of many gateways that leads to many different worlds including Aurealia, Lium, The Underworld, and Aru. Unknowngst the New Elitshia and others of Earth, this place appeared out of nowhere and has since been called the Realm of Realms and the center doorway lies Olerta’s home. This area can only be entered by someone of supernatural abilities, this city can only be found by a psychic and only someone destine to come to this place can enter its gates."
Chapter 6 (Places),Conshetta,conshetta,published,Center of Elitshia,"Race: Consheias

A beautiful place that houses the Fountain of Life and Purity. Graced with beauty and place in the Heavens, it is tended by Smod and her nymphs. It was once set to flames by the Valkens but recovered within seconds. It is believed that this sacred garden was once the great creator god's favorite place to play as a child. The Fountain of Life and Purity stood at 20 feet tall with golden and silver jewels decorating it. Representing eternal youth and innocence, both the garden and the fountain would be protected by an energy barrier created by Yonrohs that would release a powerful field of energy that could take the life of an immortal."
Chapter 6 (Places),Authorose,authorose,published,Northern Elitshia,"Race: Authorians

City famous for its discovery by Authora, unlike most other cities this city was both beautiful, rich with many precious minerals, and protected by gods. Authorose served as birthplace of teachers, poets, dancers, inventors, artists, and most famously the Virgins of Authorose. The virgins served as the assistants to Authora. Although by legend it was considered the smartest place on Earth and bore very few residents of its own. It sat at the edge of the Northern part of Elitshia. Over ten thousand ports lined up on its edge and its coasts stretched as far to the Eastern and Western parts of Elitshia. It was the largest province not city in Elitshia based on land."
Chapter 6 (Places),Lost Valley,lost-valley,published,random places,"Race: the undead

A place where the dead dances and sings. On the 31st of October, 24th of December, 1st of January, and the 1st of April this place appears in various places on Earth. On these dates, the dead comes to Earth to relive their lives in celebration."
Chapter 6 (Places),Word Town,word-town-places,published,Center of Elitshia,"Race: Elitshians

The city that once existed somewhere closes to the center of Elitshia. It belonged to its self and had no country such as Eastern, Western, Central, Southern, or Northern Elitshia claiming it. The reason behind this city was to be where all weapons and great inventions begun and created. Once sighted, Volkanos took his hand and dug up the city and lifted it to the skies where he then works from as his workshop. In memory of this place another city was created in Center Elitshia and is one of the most important business districts in Elitshia."
Chapter 6 (Places),Trade Island,trade-island,published,Southeast Elitshia,"Race: Trade Island Workers

One of the cities that is an island that lies so close to Elitshia that a bridge later connected the two. Here the many merchandise of the world are imported and exported to and from Elitshia. People do not live here and only markets and businesses are allowed."
Chapter 6 (Places),Wilheim Manor,wilheim-manor,published,Willowbrooke,"The Wilheim Manor is a large house that is haunted by over hundred ghosts that have either been killed, died by natural cause, and supernatural causes. Because of the massive amount of supernatural activity that has happened in the house, it causes anyone that dies here to stay locked inside of the house for eternity. The house is found in Willowbrooke."
Chapter 6 (Places),Willowbrooke,willowbrooke,published,Elitshia,"Race: Elitshian

A seaside town that is known for its mysterious and supernatural activities that has attracted to it. One of its most prominent buildings is the grade A listed Wilheim Manor which was one of the few homes that have existed since its founding."
Chapter 6 (Places),High Priestess,high-priestess,published,Downtown Elitshia,"Race: Street Deviants

On the surface, this shop appears as any other novelty shop with the exception that it is the base of operations of the Street Deviants. In the front are mysterious artifacts, crafted objects, skulls, voodoo attire and products, and an aura of supernatural activity. In the back is a large room where the Street Deviants have advance computers, equipment, and separate rooms for them to operate and sleep. It is the shop of Mistress Voodoo."
Chapter 6 (Places),House of Sanctarium,house-of-sanctarium,published,edge of Elitshia 1st ring,"Race: Devious Clowns

A large oval shaped building that sits on a small island near the edge of Elitshia’s outer 1st ring. It has numerous entrances and over the years been home to a long list of villains who called it their headquarters. Rumors are that it was created by the city’s first real villain and in their death, willed it out to The Ringleader."
Chapter 6 (Places),Fire Lands,fire-lands,published,,"Located on the southeastern side of Aurelia far from most other landforms mostly because of its intense heat and mountainous range. This area is mostly covered with rocks, rivers of lava, and flames arising from its grounds."
Chapter 6 (Places),Ocean Kingdom,ocean-kingdom,published,,"Metropolis like city located in the Moradian Sea. It is about the size of North America on Earth and was found nearly 10,000 years ago by divers at the Barbian Coast. It is guarded by mermaids and its king Poseidon and appears like pure crystals and diamonds with fishes often circling its entrances."
Chapter 6 (Places),Sky Temple,sky-temple,published,,"Metropolis like city floating above most of Aurelia often hidden by giant clouds. It is believed that ancient magic holds up this floating city and that it will collapse on the world below at the ends of time marking the Apocalypse. At its center is the home of Iris, Goddess of Rainbow."
Chapter 6 (Places),Arctic Islands,arctic-islands,published,,"Located at the Northwestern part of Aurelia, this freezing cold area contains mountains, hills, valleys, and a city located at its center made of ice, snow, and rocks. At its southern edge is the River of Norcasis."
Chapter 6 (Places),Aurelia Sand dunes,aurelia-sand-dunes,published,,"Giant hills, valleys, and cliffs of sand with glowing crystal like structures arising from the ground. Surrounded by giant trees and giant statues, this location is mostly secluded and because of the deadly creatures located in this region it is forbidden to enter unless accompanied by a Guardian Creatures."
Chapter 6 (Places),Plane of Light,plane-of-light,published,,Located in another dimension believed to be the Heaven of Aurelia where most Light types live. This place is one of the most beautiful lands of all realms and can only be reached by the dead or by powerful use of magic.
Chapter 6 (Places),Dreamland,dreamland,published,,"An island located in the North Ocean. Humans, animals, Aurelians, and Creature Guardians travel to this world once they fall asleep. Its pictured as a beautiful world with vast environments and magical creatures that roam it."
Chapter 6 (Places),Desserts of Time,desserts-of-time,published,,"Located at the edge of East Ocean, this barren land contains deadly creatures and giants that live within the mountains and some Aurelians have built their cities out of rock and trees. Diamond City is the capital of the Desserts of Time."
Chapter 6 (Places),Phoenix Forest,phoenix-forest,published,,A beautiful land of overgrown trees and giant overlooking mountains and deep valleys. It is the home of most legendary creatures and different species of phoenixes. This forest like terrain is protected by a barrier like rainbow which connects to the land of the gods
Chapter 6 (Places),Silverwood,silverwood,published,,"Giant sized city guarded by over 10,000 smaller cities with its inner core protected by giant steel machines that appears as giants. This county is mostly known as the birthplace of all Aurelians and is the oldest region in Central Aurelia."
Chapter 6 (Places),Golden Arch,golden-arch,published,,"A giant land located on most of the western part of Aurelia and contains a miniature portion of land for each known type of creature in Aurelia. It’s mostly jungle, forest, and giant cities located around its center with mountains and deserts serving its northern and southern regions. The West Ocean is on its western border with the Ancient Mines of Aurelia on its east."
Chapter 6 (Places),Ancient Mines of Aurelia,ancient-mines-of-aurelia,published,,Located on the eastern portion of the Golden Arch and the northern tip of Desserts of Time. This landform is mostly old ruins that once resembled cities found in the middle of giant cliffs.
Chapter 6 (Places),River of Death,river-of-death,published,,"Unlike most other rivers found in Aurelia, this river is the longest river ranging from Plane of Light to the Underworld. The river at its halfway point holds the City of Marture which appears when someone is on the edge of death."
Chapter 6 (Places),Underworld,underworld,published,,"Located at the lowest part of Aurelia and is connected by the River of Death to the rest of Aurelia. It appears as a giant city in the middle of a cavern of rocks, lava, and fire."
Chapter 6 (Places),Aurelia City,aurelia-city,published,,Giant city located at the heart of Aurelia pictured similar to New York City and is the size of Australia. The tallest building is located at its center and is the tallest building in all of Aurelia.
Chapter 6 (Places),Cartia,cartia,published,,A city located at the edge of North Ocean with the Port of North Aurelia located at its northeastern edge. The city is guarded by giant trees and located at the northern front of the Forest of Knowledge.
Chapter 6 (Places),Daegun,daegun,published,,A city known for its farmers and middle class workers. It’s located on the southwestern side of Aurelia.
Chapter 6 (Places),Vex,vex,published,,A city of the rich with golden structures located throughout its core and diamond like structures located at the very edge of its harbor. Vex is located across the Temple of the Oracles.
Chapter 6 (Places),Oldun,oldun,published,,An old city located at the edge of Toyland on the Southside of Aurelia. Its views can see the South Ocean from giant overlapping cliffs and ridges.
Chapter 6 (Places),Temple of the Oracles,temple-of-the-oracles,published,,"The major most temples located in Aurelia. It contains all the knowledge of the future and is home of the Royal Family as they watch the world, its history and future. The temple or castle is located overlapping Aurelia City by a crystal like bridge."
Chapter 6 (Places),Psychic Valley,psychic-valley,published,,"Located at the Northern part of Aurelia, this mountainous range of villages and cities are found hidden from sight and can only be accessed by the Lost Map and magic."
Chapter 6 (Places),Dark Worlds,dark-worlds,published,,"Considered one of the two moons of Aurelia. Once part of Aurelia, this world was split by powerful wizards and was separated once the war of the lands begun. Lord Behemoth and his minions rule this world and are often considered the Shadowlands.

Trimium, Home of the Gods

City of gold and diamonds, this city floats near the Sky Temple and can only be accessed by the Rainbow bridge. This city is ruled by Zeus on the eastern side and by Odin on the western side. The giants rule the southern side of this realm."
Chapter 6 (Places),Blederith,blederith,published,,The Mirror World
Chapter 6 (Places),Toyland,toyland,published,,A land made of Lego like parts and is ruled by the Toy King. Its location lies near the Birthlands and is protected by giant Gargoyles.
Chapter 6 (Places),Prehistoric Highlands,prehistoric-highlands,published,,"A forest like realm with mountains, hills, valleys, and no Aurelians. This prehistoric location is home to the dinosaur creatures and was once the only place located in Aurelia until magic was born and imprisoned this land in the past. Only access is through the Cavern of Time which in return is located on the Island of Time (the southeastern portion of Aurelia."
Chapter 6 (Places),Land of the Machines,land-of-the-machines,published,,"A place located at the Western part of Aurelia in the West Ocean. It is connected by a giant 5,000 mile bridge that can be crossed easily by the train or planes. It is mostly made of steel, metal, and machines."
